zip_code,city,subtype,competitor_count,avg_stars,avg_review_count,avg_price_range,pct_open,avg_review_rating,avg_business_age,total_restaurants,overall_avg_stars,overall_avg_reviews,restaurant_diversity,total_population,median_age,pct_white,pct_black,pct_asian,pct_hispanic,competition_density,subtype_market_share,rating_advantage,population_per_restaurant
08002,Cherry Hill,General,61,3.5245901639344264,43.73770491803279,1.6923076923076923,0.7540983606557377,3.5311418697309547,6.8452104442275115,178,3.3735955056179776,76.85955056179775,18,23574.0,39.6,66.0,9.38,11.86,0.5,0.0025874867444326617,0.3407821229050279,0.15099465831644876,131.69832402234636
08002,Cherry Hill,Indian,1,3.5,87.0,2.0,0.0,3.727272727272727,11.069130732375086,178,3.3735955056179776,76.85955056179775,18,23574.0,39.6,66.0,9.38,11.86,0.5,4.241781548250265e-05,0.00558659217877095,0.1264044943820224,131.69832402234636
08002,Cherry Hill,Italian,8,3.8125,140.25,2.0,0.75,3.7636607609318453,10.387405886379192,178,3.3735955056179776,76.85955056179775,18,23574.0,39.6,66.0,9.38,11.86,0.5,0.0003393425238600212,0.0446927374301676,0.4389044943820224,131.69832402234636
08002,Cherry Hill,Japanese,4,3.75,153.0,2.0,0.75,3.716923806910125,5.6420260095824775,178,3.3735955056179776,76.85955056179775,18,23574.0,39.6,66.0,9.38,11.86,0.5,0.0001696712619300106,0.0223463687150838,0.3764044943820224,131.69832402234636
08002,Cherry Hill,Korean,2,4.0,24.0,1.5,0.5,3.9390243902439024,4.503764544832307,178,3.3735955056179776,76.85955056179775,18,23574.0,39.6,66.0,9.38,11.86,0.5,8.48356309650053e-05,0.0111731843575419,0.6264044943820224,131.69832402234636
08002,Cherry Hill,Mediterranean,1,5.0,9.0,1.6,1.0,4.888888888888889,2.461327857631759,178,3.3735955056179776,76.85955056179775,18,23574.0,39.6,66.0,9.38,11.86,0.5,4.241781548250265e-05,0.00558659217877095,1.6264044943820224,131.69832402234636
08002,Cherry Hill,Mexican,4,3.375,78.25,1.6666666666666667,0.5,3.3505291005291005,6.904175222450376,178,3.3735955056179776,76.85955056179775,18,23574.0,39.6,66.0,9.38,11.86,0.5,0.0001696712619300106,0.0223463687150838,0.001404494382022392,131.69832402234636
08002,Cherry Hill,Pizza,15,3.1666666666666665,31.266666666666666,1.4285714285714286,0.7333333333333333,3.173976281884002,7.717453798767966,178,3.3735955056179776,76.85955056179775,18,23574.0,39.6,66.0,9.38,11.86,0.5,0.0006362672322375398,0.08379888268156424,-0.2069288389513111,131.69832402234636
08002,Cherry Hill,Seafood,4,3.125,123.5,3.0,0.5,3.1780876169824994,9.774127310061601,178,3.3735955056179776,76.85955056179775,18,23574.0,39.6,66.0,9.38,11.86,0.5,0.0001696712619300106,0.0223463687150838,-0.2485955056179776,131.69832402234636
08002,Cherry Hill,Steakhouse,5,3.1,111.6,2.4,0.8,3.12328854965262,11.131553730321698,178,3.3735955056179776,76.85955056179775,18,23574.0,39.6,66.0,9.38,11.86,0.5,0.00021208907741251324,0.027932960893854747,-0.2735955056179775,131.69832402234636
08002,Cherry Hill,Thai,4,3.375,25.5,1.6666666666666667,0.5,3.312938596491228,5.503080082135524,178,3.3735955056179776,76.85955056179775,18,23574.0,39.6,66.0,9.38,11.86,0.5,0.0001696712619300106,0.0223463687150838,0.001404494382022392,131.69832402234636
08002,Cherry Hill,Vietnamese,5,4.0,62.8,1.5,0.4,4.025174503657262,3.679671457905544,178,3.3735955056179776,76.85955056179775,18,23574.0,39.6,66.0,9.38,11.86,0.5,0.00021208907741251324,0.027932960893854747,0.6264044943820224,131.69832402234636
08003,Cherry Hill,American,3,3.3333333333333335,33.0,1.5,0.3333333333333333,3.4582417582417584,3.928815879534566,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,9.395552771688068e-05,0.03333333333333333,-0.3295880149812733,354.76666666666665
08003,Cherry Hill,Breakfast,2,3.0,50.5,1.0,0.5,3.031392405063291,11.874058863791923,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,6.263701847792045e-05,0.022222222222222223,-0.6629213483146068,354.76666666666665
08003,Cherry Hill,Cafe,3,3.6666666666666665,82.0,1.3333333333333333,0.6666666666666666,3.6395466469723896,9.04312114989733,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,9.395552771688068e-05,0.03333333333333333,0.003745318352059712,354.76666666666665
08003,Cherry Hill,Chinese,7,3.7857142857142856,74.28571428571429,2.0,0.7142857142857143,3.8037503167693414,7.5024933998239955,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,0.00021922956467272157,0.07777777777777778,0.12279293739967878,354.76666666666665
08003,Cherry Hill,Dessert,4,3.875,53.0,1.6666666666666667,0.5,3.81295887257342,4.795345653661875,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,0.0001252740369558409,0.044444444444444446,0.2120786516853932,354.76666666666665
08003,Cherry Hill,Fast Food,2,2.25,27.5,1.0,1.0,2.473684210526316,6.313483915126626,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,6.263701847792045e-05,0.022222222222222223,-1.4129213483146068,354.76666666666665
08003,Cherry Hill,French,1,4.0,27.0,3.0,0.0,3.9642857142857144,5.352498288843258,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,3.1318509238960225e-05,0.011111111111111112,0.3370786516853932,354.76666666666665
08003,Cherry Hill,General,27,3.5925925925925926,35.96296296296296,1.6666666666666667,0.7037037037037037,3.587739173368834,7.37140973965067,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,0.0008455997494519261,0.3,-0.07032875572201425,354.76666666666665
08003,Cherry Hill,Greek,1,4.0,55.0,2.0,1.0,3.9298245614035086,4.01368925393566,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,3.1318509238960225e-05,0.011111111111111112,0.3370786516853932,354.76666666666665
08003,Cherry Hill,Indian,5,3.4,51.4,1.8,0.6,3.39340226680784,6.175496235455168,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,0.00015659254619480113,0.05555555555555555,-0.2629213483146069,354.76666666666665
08003,Cherry Hill,Italian,4,3.25,62.0,2.0,0.5,3.3198824041811847,7.327857631759069,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,0.0001252740369558409,0.044444444444444446,-0.4129213483146068,354.76666666666665
08003,Cherry Hill,Japanese,5,4.0,102.8,2.0,0.6,3.985103172668238,6.006844626967831,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,0.00015659254619480113,0.05555555555555555,0.3370786516853932,354.76666666666665
08003,Cherry Hill,Korean,3,3.6666666666666665,97.66666666666667,2.0,0.3333333333333333,3.646049606666906,9.662788044718228,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,9.395552771688068e-05,0.03333333333333333,0.003745318352059712,354.76666666666665
08003,Cherry Hill,Pizza,13,3.8846153846153846,36.69230769230769,1.4,0.46153846153846156,3.861179047337138,5.599326067498552,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,0.00040714062010648294,0.14444444444444443,0.22169403630077777,354.76666666666665
08003,Cherry Hill,Seafood,2,3.75,134.0,1.5,1.0,3.728494623655914,10.0,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,6.263701847792045e-05,0.022222222222222223,0.0870786516853932,354.76666666666665
08003,Cherry Hill,Thai,2,4.0,105.5,2.0,0.5,4.011111111111111,8.479123887748118,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,6.263701847792045e-05,0.022222222222222223,0.3370786516853932,354.76666666666665
08003,Cherry Hill,Vietnamese,5,4.1,114.4,1.8,0.6,4.015658396077393,6.498562628336755,89,3.662921348314607,57.59550561797753,17,31929.0,45.9,70.35,5.09,17.43,0.64,0.00015659254619480113,0.05555555555555555,0.43707865168539284,354.76666666666665
08004,Atco,American,1,3.0,58.0,2.0,1.0,2.7,10.633812457221081,13,3.5,19.692307692307693,5,10946.0,45.4,77.0,11.61,0.68,0.21,9.134922809902256e-05,0.07142857142857142,-0.5,781.8571428571429
08004,Atco,Chinese,2,4.0,11.5,1.0,1.0,3.8055555555555554,8.709103353867214,13,3.5,19.692307692307693,5,10946.0,45.4,77.0,11.61,0.68,0.21,0.00018269845619804512,0.14285714285714285,0.5,781.8571428571429
08004,Atco,Diner,1,2.5,13.0,1.0,0.0,2.4615384615384617,5.221081451060917,13,3.5,19.692307692307693,5,10946.0,45.4,77.0,11.61,0.68,0.21,9.134922809902256e-05,0.07142857142857142,-1.0,781.8571428571429
08004,Atco,General,5,3.9,20.2,2.0,0.8,3.8834920634920636,6.570841889117043,13,3.5,19.692307692307693,5,10946.0,45.4,77.0,11.61,0.68,0.21,0.00045674614049511284,0.35714285714285715,0.3999999999999999,781.8571428571429
08004,Atco,Italian,4,3.125,15.25,1.5,1.0,3.0892857142857144,9.02258726899384,13,3.5,19.692307692307693,5,10946.0,45.4,77.0,11.61,0.68,0.21,0.00036539691239609025,0.2857142857142857,-0.375,781.8571428571429
08005,Medford,American,1,3.5,7.0,1.0,1.0,3.4285714285714284,3.4086242299794662,1,3.5,7.0,1,25936.0,52.0,89.0,2.53,1.13,0.46,3.85549600956163e-05,0.5,0.0,12968.0
08007,Barrington,American,4,4.0,47.25,2.0,0.5,3.8597165991902833,2.6995208761122518,20,4.05,27.1,9,5460.0,46.5,86.41,3.0,3.66,1.76,0.0007324665812122322,0.19047619047619047,-0.04999999999999982,260.0
08007,Barrington,Cafe,1,4.5,36.0,1.0,0.0,4.555555555555555,4.7118412046543465,20,4.05,27.1,9,5460.0,46.5,86.41,3.0,3.66,1.76,0.00018311664530305805,0.047619047619047616,0.4500000000000002,260.0
08007,Barrington,Chinese,3,4.166666666666667,14.333333333333334,2.0,0.3333333333333333,4.233893557422969,2.999771845767739,20,4.05,27.1,9,5460.0,46.5,86.41,3.0,3.66,1.76,0.0005493499359091741,0.14285714285714285,0.11666666666666714,260.0
08007,Barrington,Dessert,1,4.0,12.0,2.0,0.0,4.166666666666667,0.35592060232717315,20,4.05,27.1,9,5460.0,46.5,86.41,3.0,3.66,1.76,0.00018311664530305805,0.047619047619047616,-0.04999999999999982,260.0
08007,Barrington,Fast Food,1,5.0,5.0,1.6,1.0,4.8,0.30390143737166325,20,4.05,27.1,9,5460.0,46.5,86.41,3.0,3.66,1.76,0.00018311664530305805,0.047619047619047616,0.9500000000000002,260.0
08007,Barrington,General,5,3.8,11.2,1.3333333333333333,0.8,3.773591625765539,6.398904859685148,20,4.05,27.1,9,5460.0,46.5,86.41,3.0,3.66,1.76,0.0009155832265152902,0.23809523809523808,-0.25,260.0
08007,Barrington,Japanese,2,4.25,46.5,2.0,0.5,4.3547794117647065,2.1423682409308693,20,4.05,27.1,9,5460.0,46.5,86.41,3.0,3.66,1.76,0.0003662332906061161,0.09523809523809523,0.20000000000000018,260.0
08007,Barrington,Pizza,2,4.0,43.5,1.5,1.0,3.90829346092504,8.870636550308008,20,4.05,27.1,9,5460.0,46.5,86.41,3.0,3.66,1.76,0.0003662332906061161,0.09523809523809523,-0.04999999999999982,260.0
08007,Barrington,Seafood,1,3.5,21.0,1.0,1.0,3.1739130434782608,11.233401779603012,20,4.05,27.1,9,5460.0,46.5,86.41,3.0,3.66,1.76,0.00018311664530305805,0.047619047619047616,-0.5499999999999998,260.0
08009,Berlin,American,3,4.0,47.666666666666664,2.0,1.0,4.128700128700129,8.46817248459959,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,0.00020042757883484769,0.0625,0.37234042553191493,311.8125
08009,Berlin,Breakfast,2,4.25,60.0,1.5,0.5,4.1875,7.004791238877481,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,0.00013361838588989844,0.041666666666666664,0.6223404255319149,311.8125
08009,Berlin,Chinese,3,3.1666666666666665,12.0,1.6666666666666667,1.0,3.111111111111111,10.57905544147844,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,0.00020042757883484769,0.0625,-0.46099290780141855,311.8125
08009,Berlin,Dessert,1,3.5,106.0,2.0,0.0,3.4444444444444446,3.7262149212867897,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,6.680919294494922e-05,0.020833333333333332,-0.12765957446808507,311.8125
08009,Berlin,Diner,2,3.0,8.0,1.0,0.0,3.0454545454545454,1.3059548254620124,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,0.00013361838588989844,0.041666666666666664,-0.6276595744680851,311.8125
08009,Berlin,Fast Food,1,1.5,15.0,1.0,1.0,1.6,9.661875427789186,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,6.680919294494922e-05,0.020833333333333332,-2.127659574468085,311.8125
08009,Berlin,General,18,3.5,18.833333333333332,1.7333333333333334,0.9444444444444444,3.532806165190752,7.248612061753745,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,0.001202565473009086,0.375,-0.12765957446808507,311.8125
08009,Berlin,Greek,1,5.0,5.0,1.6,1.0,4.8,0.7638603696098563,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,6.680919294494922e-05,0.020833333333333332,1.372340425531915,311.8125
08009,Berlin,Italian,4,4.0,26.75,1.5,1.0,3.8622807017543863,4.2032854209445585,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,0.0002672367717797969,0.08333333333333333,0.37234042553191493,311.8125
08009,Berlin,Mexican,2,4.5,156.0,2.0,1.0,4.412852519648636,9.074606433949349,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,0.00013361838588989844,0.041666666666666664,0.8723404255319149,311.8125
08009,Berlin,Pizza,6,3.6666666666666665,20.333333333333332,1.25,1.0,3.652476396187088,6.87109285877253,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,0.00040085515766969537,0.125,0.03900709219858145,311.8125
08009,Berlin,Seafood,3,4.0,60.333333333333336,2.0,0.6666666666666666,4.010735735735736,7.300022815423226,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,0.00020042757883484769,0.0625,0.37234042553191493,311.8125
08009,Berlin,Thai,1,2.5,11.0,3.0,1.0,2.272727272727273,9.492128678986996,47,3.627659574468085,32.191489361702125,13,14967.0,42.0,71.21,13.22,2.24,0.46,6.680919294494922e-05,0.020833333333333332,-1.127659574468085,311.8125
08010,Beverly,American,2,3.75,47.5,2.0,1.0,3.784738955823293,6.6447638603696095,14,3.392857142857143,20.785714285714285,8,11506.0,43.3,55.06,29.09,0.99,3.99,0.00017380724776223168,0.13333333333333333,0.3571428571428572,767.0666666666667
08010,Beverly,Breakfast,1,3.0,29.0,2.0,1.0,3.064516129032258,7.8028747433264884,14,3.392857142857143,20.785714285714285,8,11506.0,43.3,55.06,29.09,0.99,3.99,8.690362388111584e-05,0.06666666666666667,-0.3928571428571428,767.0666666666667
08010,Beverly,Chinese,2,4.0,16.5,1.0,1.0,3.822222222222222,7.819301848049282,14,3.392857142857143,20.785714285714285,8,11506.0,43.3,55.06,29.09,0.99,3.99,0.00017380724776223168,0.13333333333333333,0.6071428571428572,767.0666666666667
08010,Beverly,Dessert,1,4.0,32.0,1.0,1.0,4.228571428571429,11.51813826146475,14,3.392857142857143,20.785714285714285,8,11506.0,43.3,55.06,29.09,0.99,3.99,8.690362388111584e-05,0.06666666666666667,0.6071428571428572,767.0666666666667
08010,Beverly,Fast Food,1,2.0,15.0,1.0,1.0,1.8823529411764706,9.42094455852156,14,3.392857142857143,20.785714285714285,8,11506.0,43.3,55.06,29.09,0.99,3.99,8.690362388111584e-05,0.06666666666666667,-1.3928571428571428,767.0666666666667
08010,Beverly,General,4,2.625,13.75,1.6666666666666667,1.0,2.650297619047619,7.301163586584531,14,3.392857142857143,20.785714285714285,8,11506.0,43.3,55.06,29.09,0.99,3.99,0.00034761449552446336,0.26666666666666666,-0.7678571428571428,767.0666666666667
08010,Beverly,Pizza,2,4.25,12.5,1.0,1.0,4.133928571428571,8.765229295003422,14,3.392857142857143,20.785714285714285,8,11506.0,43.3,55.06,29.09,0.99,3.99,0.00017380724776223168,0.13333333333333333,0.8571428571428572,767.0666666666667
08010,Beverly,Thai,1,4.0,7.0,3.0,0.0,4.0,2.0150581793292264,14,3.392857142857143,20.785714285714285,8,11506.0,43.3,55.06,29.09,0.99,3.99,8.690362388111584e-05,0.06666666666666667,0.6071428571428572,767.0666666666667
08012,Blackwood,American,16,3.1875,43.8125,1.6153846153846154,0.6875,3.143292097965206,7.8071526351813825,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,0.0003918591266439715,0.13675213675213677,-0.2650862068965516,348.97435897435895
08012,Blackwood,Breakfast,4,4.0,34.75,1.3333333333333333,1.0,4.122168284789645,7.231348391512663,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,9.796478166099288e-05,0.03418803418803419,0.5474137931034484,348.97435897435895
08012,Blackwood,Cafe,2,4.0,48.0,2.0,0.5,4.161904761904762,4.220396988364135,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,4.898239083049644e-05,0.017094017094017096,0.5474137931034484,348.97435897435895
08012,Blackwood,Chinese,5,3.6,30.8,1.25,1.0,3.623878243249196,11.07898699520876,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,0.0001224559770762411,0.042735042735042736,0.1474137931034485,348.97435897435895
08012,Blackwood,Dessert,5,4.6,13.0,1.5,0.8,4.653333333333333,3.7842573579739907,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,0.0001224559770762411,0.042735042735042736,1.147413793103448,348.97435897435895
08012,Blackwood,Diner,1,4.0,136.0,2.0,1.0,4.05,12.147843942505133,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,2.449119541524822e-05,0.008547008547008548,0.5474137931034484,348.97435897435895
08012,Blackwood,Fast Food,6,2.4166666666666665,21.333333333333332,1.0,0.8333333333333334,2.4561150350624033,5.751768195300023,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,0.0001469471724914893,0.05128205128205128,-1.035919540229885,348.97435897435895
08012,Blackwood,General,40,3.4125,19.875,1.6451612903225807,0.8,3.3895184452673712,6.256947296372347,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,0.0009796478166099287,0.3418803418803419,-0.04008620689655151,348.97435897435895
08012,Blackwood,Italian,6,3.6666666666666665,44.333333333333336,1.3333333333333333,0.8333333333333334,3.610835492572548,9.491672370522473,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,0.0001469471724914893,0.05128205128205128,0.21408045977011492,348.97435897435895
08012,Blackwood,Japanese,3,3.1666666666666665,39.333333333333336,2.0,0.6666666666666666,3.3116959064327482,7.065480264658909,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,7.347358624574465e-05,0.02564102564102564,-0.2859195402298851,348.97435897435895
08012,Blackwood,Mexican,2,3.75,16.5,1.0,1.0,3.591666666666667,6.280629705681041,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,4.898239083049644e-05,0.017094017094017096,0.2974137931034484,348.97435897435895
08012,Blackwood,Pizza,19,3.6052631578947367,34.78947368421053,1.4705882352941178,0.631578947368421,3.575558127497491,6.452393818221117,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,0.00046533271288971617,0.1623931623931624,0.15267695099818512,348.97435897435895
08012,Blackwood,Seafood,4,3.5,26.5,2.0,0.75,3.5291434592804456,3.3675564681724843,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,9.796478166099288e-05,0.03418803418803419,0.0474137931034484,348.97435897435895
08012,Blackwood,Steakhouse,2,2.5,37.5,2.0,1.0,2.5007974481658692,11.066392881587953,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,4.898239083049644e-05,0.017094017094017096,-0.9525862068965516,348.97435897435895
08012,Blackwood,Thai,1,3.0,33.0,2.0,1.0,2.9696969696969697,11.507186858316222,116,3.4525862068965516,30.224137931034484,15,40830.0,40.4,72.86,10.62,5.34,1.03,2.449119541524822e-05,0.008547008547008548,-0.4525862068965516,348.97435897435895
08016,Burlington,American,12,3.4166666666666665,49.083333333333336,2.0,0.4166666666666667,3.441501625347519,5.289299566506959,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,0.0003448077696684099,0.10810810810810811,0.19848484848484826,313.52252252252254
08016,Burlington,Breakfast,6,3.5,88.83333333333333,1.6,1.0,3.5235535897978245,9.63540953684691,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,0.00017240388483420494,0.05405405405405406,0.28181818181818175,313.52252252252254
08016,Burlington,Cafe,2,4.25,29.5,2.0,0.5,4.163461538461538,2.6584531143052703,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,5.746796161140164e-05,0.018018018018018018,1.0318181818181817,313.52252252252254
08016,Burlington,Chinese,6,3.4166666666666665,19.833333333333332,1.5,0.8333333333333334,3.37718253968254,9.630846452201688,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,0.00017240388483420494,0.05405405405405406,0.19848484848484826,313.52252252252254
08016,Burlington,Dessert,4,4.25,17.25,1.3333333333333333,0.75,4.330555555555556,5.028062970568104,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,0.00011493592322280328,0.036036036036036036,1.0318181818181817,313.52252252252254
08016,Burlington,Diner,4,2.25,19.5,1.6666666666666667,0.0,2.3162590579710143,4.05886379192334,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,0.00011493592322280328,0.036036036036036036,-0.9681818181818183,313.52252252252254
08016,Burlington,Fast Food,12,2.25,23.583333333333332,1.1666666666666667,0.9166666666666666,2.365260115998629,9.220396988364135,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,0.0003448077696684099,0.10810810810810811,-0.9681818181818183,313.52252252252254
08016,Burlington,French,1,3.0,20.0,2.0,0.0,2.85,5.968514715947981,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,2.873398080570082e-05,0.009009009009009009,-0.21818181818181825,313.52252252252254
08016,Burlington,General,38,3.1447368421052633,15.5,1.4242424242424243,0.7368421052631579,3.157859865518732,7.121149897330596,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,0.0010918912706166313,0.34234234234234234,-0.07344497607655498,313.52252252252254
08016,Burlington,Indian,2,4.25,45.0,1.5,0.5,4.310227272727273,4.854209445585216,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,5.746796161140164e-05,0.018018018018018018,1.0318181818181817,313.52252252252254
08016,Burlington,Italian,7,3.2857142857142856,36.714285714285715,1.5,0.8571428571428571,3.283759643134643,7.62882565757309,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,0.00020113786563990575,0.06306306306306306,0.06753246753246733,313.52252252252254
08016,Burlington,Japanese,2,4.0,29.0,2.0,0.5,4.1410256410256405,1.6399726214921286,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,5.746796161140164e-05,0.018018018018018018,0.7818181818181817,313.52252252252254
08016,Burlington,Mediterranean,1,4.0,60.0,2.0,1.0,3.806451612903226,11.876796714579056,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,2.873398080570082e-05,0.009009009009009009,0.7818181818181817,313.52252252252254
08016,Burlington,Pizza,8,3.3125,27.5,1.375,0.875,3.3045608246352596,9.682067077344284,110,3.2181818181818183,31.054545454545455,15,34801.0,41.6,45.67,34.67,7.01,1.7,0.00022987184644560657,0.07207207207207207,0.09431818181818175,313.52252252252254
